QUOTE;AUTHOR;GENRE
I have no business being a journalist. I'm the least, I'm the least - I'm the most trusting, I absolutely make a habit of believing anything that anybody tells me about themselves. I've never had any reason in the world to think that anyone has wanted to harm me, or lie to me. I believe whatever is being sold, most of the time.;Elizabeth Gilbert;business
In practice we, in the world, must do business with each other.;David Mamet;business
Living the past is a dull and lonely business looking back strains the neck muscles, causing you to bump into people not going your way.;Edna Ferber;business
Rarely in modern times has there been such a revolution in commercial sentiment as occurred in 2008, or such a display in government and business of panic and helplessness.;James Buchan;business
Being in the business and growing up in L.A., I think I turned out pretty OK.;Emma Roberts;business
Profits in business always depend on the rate of interest: the higher the interest, the higher the rate of profit required.;James Buchan;business
Up until the Depression, recession had a moral character: it was supposed to purge the body economic of the greed and excess that attends a business expansion.;James Buchan;business
A shady business never yields a sunny life.;B. C. Forbes;business
Everybody's business is nobody's business, and nobody's business is my business.;Clara Barton;business
When a book leaves your hands, it belongs to God. He may use it to save a few souls or to try a few others, but I think that for the writer to worry is to take over God's business.;Flannery O'Connor;business
Anything that isn't opposed by about 40 percent of humanity is either an evil business or so unimportant that it simply doesn't matter.;Russell Baker;business
Except for politics, no business is scrutinized more exhaustively than journalism.;Russell Baker;business
There is a growing literature about the multitude of journalism's problems, but most of it is concerned with the editorial side of the business, possibly because most people competent to write about journalism are not comfortable writing about finance.;Russell Baker;business
A rise in the level of saving can reduce aggregate activity temporarily but only a sustained high level of saving makes it possible to have the sustained high level of business investment that contributes to the long-run growth of output.;Martin Feldstein;business
The best discussion of trouble in boardroom and business office is found in newspapers' own financial pages and speeches by journalists in management jobs.;Russell Baker;business
According to the Small Business Administration, more than 70 percent of all family businesses do not survive through the second generation, and 8 percent do not make it to a third.;Kit Bond;business
I have always maintained that society has no business dictating morality.;Peter Fonda;business
And then there's all these other creeps that surround your band and suck off you like leeches and try to manipulate you and your business. You have to watch like a hawk. I'm always ready to fight. I see it very much as a battle.;Shirley Manson;business
Business is tough you need tough guys.;Carlos Ghosn;business
In this business, if you don't pay your debts you're finished.;Roger Stone;business
When they take surveys of women in business, of the Fortune 500, the successful women, 80% of them, say they were in sports as a young woman.;Billie Jean King;business
I want to tell my jokes. I want to have time with my children. I want to entertain people. And at one point, I'll walk away from show business. But I don't want to walk away empty-handed.;Dave Chappelle;business
My home has always been show business.;Sammy Davis, Jr.;business
You can be in this business 50 years and still not know anything about it.;Sammy Davis, Jr.;business
I'm not really in the excuse business.;Bill Parcells;business
The only thing I fear more than change is no change. The business of being static makes me nuts.;Twyla Tharp;business
Judgment is not my business. Existing is my business.;Twyla Tharp;business
The reason is that they define how I have gone about my business. I have trusted to intuition. I did it at the beginning. I do it even now. I have no idea how things might turn out, where in my writing I might go next.;V. S. Naipaul;business
I went to India and met some people who had been involved in this guerrilla business, middle-class people who were rather vain and foolish. There was no revolutionary grandeur to it. Nothing.;V. S. Naipaul;business
Hackers are breaking the systems for profit. Before, it was about intellectual curiosity and pursuit of knowledge and thrill, and now hacking is big business.;Kevin Mitnick;business
It's a real roller-coaster ride if you're lucky to have longevity in this business - you have to be able to ride those waves.;Jennifer Lopez;business
Life... is not simply a series of exciting new ventures. The future is not always a whole new ball game. There tends to be unfinished business. One trails all sorts of things around with one, things that simply won't be got rid of.;Anita Brookner;business
I think early on I knew what I was going to do and it was based a lot on familiarity but it was also because I didn't have a lot of skills. There was nothing I wanted t be. I didn't want to be a doctor. I wanted to be in show business.;Christopher Walken;business
You have got to have discipline and focus - on the customer and how you run the business.;Jim Cantalupo;business
I think that if I had grown up and had been in show business and the movies twenty five, thirty years earlier, I think I would have made a lot more musical movies.;Christopher Walken;business
You just can't get too focused on worrying about what's going to happen in the next quarter. You have to worry about where the business is headed long-term.;James Sinegal;business
I think the fact that I was raised in show business, in New York City, in the '50s, that's affected my personality to the point that I'm a little different.;Christopher Walken;business
A business of high principle generates greater drive and effectiveness because people know that they can do the right thing decisively and with confidence.;Marvin Bower;business
Well, I was sort of a jack-of-all-trades in show business for a long time. I was a singer and a dancer and then I got a job as an actor.;Christopher Walken;business
I'm in exactly the same position as everybody else who has a small business. I mean I get loads of money, all from different sources. You give it to your accountant. They manage it.;Kenneth Robert Livingstone;business
I've made movies that I thought were good. I've made movies that I thought were okay, but then I was very good. And sometimes you're in a movie and you think, I wish more people saw that - because you're good. And it just works out that the movie gets lost. But that's show business.;Christopher Walken;business
There is the expression of selfishness and there is the expression of selflessness - but economists or theoreticians never touched that part. They said: 'Go and become a philanthropist.' I said, 'No, I can do that in the business world, create a different kind of business - a business based on selflessness.';Muhammad Yunus;business
I still work hard to know my business. I'm continuously looking for ways to improve all my companies, and I'm always selling. Always.;Mark Cuban;business
The more you are in this business, the more humbled by it you become.;Meryl Streep;business
Show business has been really, really good to me because I can work and take a lot of time off, and I'm extremely undisciplined person.;Meryl Streep;business
The Postal Service's unmatched ability to reach every household and business in America six days a week is a vital part of the nation's infrastructure.;Joe Baca;business
I grew up in the business since I was three years old so I've always kind of been in front of the camera and grew up in commercials and I knew that I wanted to do it no matter what, I just loved it.;Ashley Tisdale;business
You have to have your heart in the business and the business in your heart.;An Wang;business
I've always been able to keep my private life separate from my business.;Ashley Tisdale;business
The stores and the things like that, the business side of things came out at the point when, I'd say probably in the early '70s, it looked like the year of the singer-songwriter was over, 'cause music changed in our time and the spotlight was out.;Jimmy Buffett;business
I had no idea that he was going to write that, but I've always believed that insecurity was what would keep you always in your innocence, no matter what the business did.;Sally Kirkland;business
I realize that the majority of people in the entertainment business happen to be Democrats. I have no problem with that. And they should have no problem with the fact that I'm a Republican.;Shannen Doherty;business
My business is the enforcement of the tax laws and the integrity of the tax code and making sure that trustees of charitable giving are true trustees.;Chuck Grassley;business
The goal seems to me at times just to be business first.;Laura Linney;business
I've set the model of showing fighters how they should conduct their business.;Floyd Mayweather, Jr.;business
I have a fine level of recognition in the business and among the acting community now, so I consider myself one of the lucky ones. If I didn't think that, there would be something wrong with me. I'm grateful and thankful for what I've got.;Philip Seymour Hoffman;business
There are two ways to extend a business. Take inventory of what you're good at and extend out from your skills. Or determine what your customers need and work backward, even if it requires learning new skills. Kindle is an example of working backward.;Jeff Bezos;business
It's not just Bin Laden or just those that are involved in the counterterrorism effort. We've gotta cast the net broader than that. But I think it's a - very special tribute that we all owe to the bravery and courage of the men and women in the intelligence and military business who performed so well to finally get it done.;Dick Cheney;business
You can't be halfway in this business. If you don't meet the fans, you lose all you've got.;Loretta Lynn;business
Sometimes I think our problems are made worse by the kind of business we're in. Playing these road shows is a weird experience.;Loretta Lynn;business
I never knew any Jews until I got into show business. I've found them to be real smart and good workers.;Loretta Lynn;business
A woman's two cents worth is worth two cents in the music business.;Loretta Lynn;business
If anybody ran a business like that they would be out of business quickly, and Barack Obama's leadership is driving this business, the United States of America, toward a fiscal cliff.;Chris Christie;business
All those lessons that I've learned on the court, I have applied them to my life outside of the court in business, my company, called V Starr interiors, an interior design company, and EleVen, which I wear on court.;Venus Williams;business
The business is a very tricky obstacle course, and you should be very clear about work begetting work. If you're not working, you're not interesting.;Elisabeth Rohm;business
Everything is tennis for me, it's my career and it's entertainment, but it's also a business.;Venus Williams;business
I'd still like to see 'Survivor' minus the planned show-biz parts. That would be the purest form of show business - I want to see someone so hungry that they eat somebody else's foot.;Albert Brooks;business
Movies are an expensive business.;Albert Brooks;business
You cannot run a business, or anything else, on a theory.;Harold S. Geneen;business
If you can't pay for a thing, don't buy it. If you can't get paid for it, don't sell it. Do this, and you will have calm and drowsy nights, with all of the good business you have now and none of the bad. If you have time, don't wait for time.;Ernst Fischer;business
America's political system has evolved over the last 50 years in ways that have enhanced the power of business lobbies.;Al Gore;business
In the NFL a lot of times everyone gets caught up in the business side of things. For them it's all about money and it really leaves a sour taste in your mouth.;Brett Favre;business
I just make it my business to get along with people so I can have fun. It's that simple.;Betty White;business
I'm in the acting business. That's the ego business.;Betty White;business
I stayed in show business to pay for my animal business.;Betty White;business
I always wanted to be a zookeeper when I was growing up, and I've wound up a zookeeper! I've been working with the Los Angeles Zoo for 45 years! I'm the luckiest old broad on two feet because my life is divided absolutely in half - half animals and half show business. You can't ask for better than two things you love the most.;Betty White;business
I am interested in a lot of things - not just show business and my passion for animals. I try to keep current in what's going on in the world. I do mental exercises. I don't have any trouble memorizing lines because of the crossword puzzles I do every day to keep my mind a little limber. I don't sit and vegetate.;Betty White;business
I cannot stand the people who get wonderful starts in show business and who abuse it. Lindsay Lohan and Charlie Sheen, for example, although there are plenty of others, too. They are the most blessed people in the world, and they don't appreciate it.;Betty White;business
Married couples who work together to build and maintain a business assume broad responsibilities. Not only is their work important to our local and national economies, but their success is central to the well-being of their families.;Melissa Bean;business
Even if the chef has a good business head, his focus should be behind kitchen doors. A business partner should take care of everything in front of the kitchen doors.;Bobby Flay;business
The Golden Rule finds no limit of application in business.;James Cash Penney;business
What makes the most money for this business? Dead rock stars.;Courtney Love;business
Further, Take heed that you faithfully perform the business you have to do in the world, from a regard to the commands of God and not from an ambitious desire of being esteemed better than others.;David Brainerd;business
If bad things are going to be said about me, I have to bear that. If I don't understand that it's part of being in show business, then I'd better go work in a bank.;Antonio Banderas;business
Rock stars get room keys, I get business cards.;Thomas Friedman;business
The people who are competing business-wise out there want what other successful labels and artists have. I don't want what they have I want my own path, my own sound, my own identity. Record labels care nothing about identity or artistic freedom, they want good business.;Joe Nichols;business
The nature of motion capture is only going to work for certain films. It's not going to put any other type of movies out of business.;Tom Hanks;business
I think I thought it would be important for electronics as we knew it then, but that was a much simpler business and electronics was mostly radio and television and the first computers.;Jack Kilby;business
I do not want to admit to the world that I can be a bad person. It is just that I don't want anyone to have false expectations. Moviemaking is a harsh, volatile business, and unless you can be ruthless, too, there's a good chance that you are going to disappear off the scene pretty quickly.;Tom Hanks;business
Let me tell you quite bluntly that this king business has given me personally nothing but headaches.;Mohammed Reza Pahlavi;business
I think any opportunity you have to be green, whether it's in business or in everyday life, you should take it.;Lauren Conrad;business
There's not a business or a master plan as far as I'm concerned. I take it week by week, and I don't think you ever expect to be able to do the next thing.;Lauren Conrad;business
Politics are about preserving relationships at the end of the day, and it has nothing to do with the greater good for humanity. It's just all about business.;will.i.am;business
You can rule ignorance you can manipulate the illiterate you can do whatever you want when a people are uneducated, so that goes in line with corrupt business and corrupt politics.;will.i.am;business
I'm glad about what's happening to the music business. This last crop of people we had in the 90s, who are going away now, they didn't like music. They didn't trust musicians. They wanted something else from it.;James Taylor;business
I wasn't looking to get into TV. My family was in the movie business, so I was never interested in that world.;Giada De Laurentiis;business
Secure our borders first. Let us know and let us make sure the American people know that we're taking care of the important business of dealing with the illegal immigration into this country. You cannot begin to address the concerns of the people who are already here unless and until you have made certain that no more are coming in behind them.;Michael Steele;business
They keep the old business. We keep the ongoing business.;Harvey Weinstein;business
I learned what I really love is making films, not the film business. I want to be on the set, meeting with writers, I want that freedom. I love it now.;Harvey Weinstein;business
If an Internet company steals content, they shut it down. And let me tell you, Apple France, Yahoo France or Google France, none of them have gone out of business.;Harvey Weinstein;business
I'm probably the only person who goes to work and says 'Wow, it's really nice here and sweet,' even in the competitive movie business.;Harvey Weinstein;business
I became a larger than life figure for one reason only. When you're quoted in the 'Wall Street Journal,' the 'New York Times,' constantly as the expert in the business people assume you're a lot bigger than you are. And then I had to run like hell to catch up with my own image.;Barbara Corcoran;business
My husband had a very strong identity and was successful in his life. Thank God for that. There's no way I can control him. I wouldn't stay married to him if I felt I could. I can readily take my business personality into the home. But he forces me to be a partner rather than the boss.;Barbara Corcoran;business
It's a libel to say that I use my newspapers to support my other business interests. The fact is, I haven't got any other business interests.;Rupert Murdoch;business
We've got to lift our game tremendously. We'll sell our business news and information in print, we'll sell it to anyone who's got a cable system, and we'll sell it on the Web.;Rupert Murdoch;business
One thing I resent is the slur that I just support political candidates because of the business.;Rupert Murdoch;business
Money is not the motivating force. It's nice to have money, but I don't live high. What I enjoy is running the business.;Rupert Murdoch;business
There's a terrible truth for many women in the picture business: Aging typically takes its toll and means fewer and less desirable roles.;Maureen O'Hara;business
Detainee policy in this war is hard, it's complicated, but we must get it right. We would be better off as a nation if we could close Gitmo safely and start a new prison that he could use that the world would see as a better way to doing business.;Lindsey Graham;business
I started in the restaurant business at the age of 19 as a waitress. I loved the atmosphere and the camaraderie of the restaurant business. I loved not having to go to an office. I loved making people happy.;Anne Burrell;business
What's so touching is the way we fight the war right until the moment our business is taken care of and then we turn on a dime and we immediately start taking care of people. It's like a shock and aw shucks campaign.;Dennis Miller;business
Design, in its broadest sense, is the enabler of the digital era - it's a process that creates order out of chaos, that renders technology usable to business. Design means being good, not just looking good.;Clement Mok;business
That's why I do this music business thing, it's communication with people without having the extreme inconvenience of actually phoning anybody up.;Steven Morrissey;business
A couple of months ago, I was down in Florida for the Food and Wine Festival. And this journalist grabbed me and said, 'How does it feel to be a TV guy? You're no longer in the restaurant business.' And I laughed. I asked him, 'How long do you think it takes me to do a season?' He said, 'Well, 200 days.' And I was like, '200 days? Try 20!';Tom Colicchio;business
I'll keep on acting 'til they wipe the drool. I like the business. I like to do different parts and diverse characters. I haven't lost my enthusiasm yet!;Robert Duvall;business
I started cooking in kitchens right out of high school, and I was lucky to work with a lot of great people, but I had no idea it would turn into this. Of course no one should go into this business because they want to be the next Emeril.;Tom Colicchio;business
The forgotten man... He works, he votes, generally he prays, but his chief business in life is to pay.;William Graham Sumner;business
I'm afraid for all those who'll have the bread snatched from their mouths by these machines. What business has science and capitalism got, bringing all these new inventions into the works, before society has produced a generation educated up to using them!;Henrik Ibsen;business
I never dreamt of being a musician for my livelihood. I certainly never would have wanted to be in the business that I'm in, meaning the fame and the glory, the glitter, the rock star, the famous part.;Eddie Van Halen;business
The Republican platform specifically says we don't believe in bailing out private business, and yet we did.;Rand Paul;business
Giving someone a one-time stimulus check, or a one-time tax cut that expires doesn't allow the predictability that business needs.;Rand Paul;business
How many times have you been out for a beer or dinner and people are coming up with business ideas? Everybody wants to think they've got that great business idea.;Mark Burnett;business
The people of Hong Kong are criticized for only being interested in business, but it's the only thing they've been allowed to do.;Paul Theroux;business
The whole point of being in this business and being blessed and being successful is that you're able to do things for your friends or your family, which means that they can have something special in their lives, too.;Elton John;business
And I trusted someone to look after me on the business side of life.;Elton John;business
The American formula for creating business is not to have the government create business.;John Sununu;business
Not since the steam engine has any invention disrupted business models like the Internet. Whole industries including music distribution, yellow-pages directories, landline telephones, and fax machines have been radically reordered by the digital revolution.;John Sununu;business
People are always saying that Hollywood messes up kids. I'm like, 'No, families mess up kids!' I grew up in Hollywood, and I'm perfectly fine. If my children want to go into the entertainment business, I won't stop them, as long as they're passionate about it.;Tori Spelling;business
The Internet creates as well as destroys. Social networks, search advertising, and cloud computing are multibillion dollar industries that didn't exist 10 years ago. They are products of the same force that has rendered the Postal Service's core business obsolete.;John Sununu;business
If you create something that is asking for people to respond as they're going to respond, you have to allow them to respond as they're going to respond. Some of the people are going to be uninterested and some people are going to be mad for some reason, which is their business. That's just the way the world is.;Charlie Kaufman;business
Energy and environmental regulation, transportation, and broadband policy all benefit when legislators have a basic grounding in the technical concepts behind business models, products, and innovation.;John Sununu;business
If you say, 'I'm going to cut this song because I know the teenagers are going to love it,' well, then you're going to alienate everybody else. When I cut my record, I'm just going to cut the things that I like, and whoever likes it, likes it. That's too much work to try to figure out the demographic. That's too much like a business.;Jason Aldean;business
Barack Obama's life was so much simpler in 2009. Back then, he had refined the cold act of blaming others for the bad economy into an art form. Deficits? Blame Bush's tax cuts. Spending? Blame the wars in Iraq and Afghanistan. No business investment? Blame Wall Street.;John Sununu;business
In the music business, especially the country music business, every 10 years or so you're going to have this changing of the guard, this wave of new artists that comes in.;Jason Aldean;business
I've got a wife, four kids, a business, and a baseball career.;Curt Schilling;business
A firm, for instance, that does business in many countries of the world is driven to spend an enormous amount of time, labour, and money in providing for translation services.;Edward Sapir;business
I've always wanted to be the best in the world as a baseball player, so when I started to think about opening a business, it was with that mindset.;Curt Schilling;business
Love, with very young people, is a heartless business. We drink at that age from thirst, or to get drunk it is only later in life that we occupy ourselves with the individuality of our wine.;Isak Dinesen;business
I'm lucky. The best possible place in the world for training is Addis Ababa, so I am home all the time except when I am racing. I like to be there, near my family, my kids, also the real estate business I run with my wife.;Haile Gebrselassie;business
If you want to stay in the business then you've got to be a bit shrewd, haven't you?;Katie Price;business
I find the business world hard.;Haile Gebrselassie;business
As an actor you have to wait for someone to cast you, so you're relying on the business.;Mia Wasikowska;business
I can't understand why the Democratic parties seem so hostile to economic growth and business.;Jack Kemp;business
Kids are brought into show business because they are cute and see truth and they're very bright. But there's a sense of doing it because you want the adults to be approving of you. You want to make them happy.;Anna Chlumsky;business
Show business is my life. When I was a kid I sold insurance, but nobody laughed.;Don Rickles;business
Go for a business that any idiot can run - because sooner or later, any idiot probably is going to run it.;Peter Lynch;business
If you want to have a good life, you should focus on your family, on your business, on your dog, on your fun, and you'll have a good life.;Adam Carolla;business
All business proceeds on beliefs, or judgements of probabilities, and not on certainties.;Charles W. Eliot;business
I didn't have any success in show business until I was 30 to 31 years of age.;Adam Carolla;business
These women whose antics we smirk at good-naturedly in the pap-traps put themselves out there at least partly on their beauty they are in showbiz, and showing what they've got is part of their business as much as it is for male show-ponies from the Chippendales to George Clooney.;Julie Burchill;business
Politics is the reflex of the business and industrial world.;Emma Goldman;business
Performing doesn't turn me on. It's an egomaniac business, filled with prima donnas - including this one.;Dan Rather;business
We are involved in a life that passes understanding and our highest business is our daily life.;John Cage;business
I've never seen a worse situation than that of young writers in the United States. The publishing business in North America is so commercialized.;Manuel Puig;business
I have several writer friends, but I don't involve them in my work process. I'm more likely to talk about the business of publishing with them.;Jodi Picoult;business
It never made sense to me that someone would achieve any kind of success in show business, only to become a jerk.;Josh Radnor;business
I may be kindly, I am ordinarily gentle, but in my line of business I am obliged to will terribly what I will at all.;Catherine the Great;business
Major labels didn't start showing up really until they smelled money, and that's all they're ever going to be attracted to is money-that's the business they're in- making money.;Ian MacKaye;business
There has to be a measure of faith. That's what this business is all about: trusting in something that may never show up, that you have no concrete proof of.;Wentworth Miller;business
For a Jewish Puritan of the middle class, the novel is serious, the novel is work, the novel is conscientious application why, the novel is practically the retail business all over again.;Howard Nemerov;business
Why do only boys get to chase? Nuh-uh! If anything, I think this whole sitting back and waiting thing can be self-sabotaging. We have to send up flares. We have to let guys know we're open for business.;Ginnifer Goodwin;business
To be honest I live among the English and have always found them to be very honest in their business dealings. They are noble, hard-working and anxious to do the right thing. But joy eludes them, they lack the joy that the Irish have.;Fiona Shaw;business
In terms of having a business, I wanted to let it go beyond what my personal taste is. Basically, I'm in a kilt and a white shirt every day. So, you know, I don't have a lot of scope, and I'm really picky about what I wear.;Marc Jacobs;business
The owners don't win by having a lockout. Shutting down your business is not good for anybody and it's certainly not good for the players, it's certainly not good for the fans. And that's most important to us.;Roger Goodell;business
What if I couldn't handle people's opinions of me? I know that shouldn't dictate a person's degree of peace or happiness in life, but the problem is, I chose a business saturated in judgment.;Chris Evans;business
I got to work with one of my heroes, Johnny Depp, and to see how he goes about business, which was really inspiring for me at this stage in my career.;Orlando Bloom;business
Just because you've made a couple movies, you've done some good movies, you've been nominated for some Academy Awards, whatever, nobody's entitled. It's a business. If they don't see it, I can think they're wrong, but I'm not entitled to a $15 million budget to make a film.;Edward Norton;business
I think that New York is not the cultural centre of America, but the business and administrative centre of American culture.;Saul Bellow;business
Emotions have no place in business, unless you do business with them.;Friedrich Durrenmatt;business
How many deaf people do you know in real life? Unless they live in a cave, or are 14, which seems to be true for most people in this business, what could I possibly tell them that they don't already know?;Marlee Matlin;business
Profit is the most global aspect of a business, and it is cross-functional.;Carlos Ghosn;business
I think naturally, if you're an actor, there's a high level of assertiveness that you need to have to survive this business. There's boldness in being assertive, and there's strength and confidence.;Bryan Cranston;business
The TV business is like the produce section of the market. Today everything is fresh and glistening and firm. And tomorrow, when they find a bruise on you, they toss you out.;Bryan Cranston;business
I've managed to keep a clear head and remain sane in this business because I remain a kid off-camera.;Leonardo DiCaprio;business
Some people work hard in this business and become really popular, really big stars but they never receive an award from within the business. Somehow, when your colleagues and friends believe in you to the point of handing you an award it means so much more.;Sharon Stone;business
But the reason I became, why I wanted to be in the business was because there was Midnight Cowboy.;Jodie Foster;business
Reading is not a duty, and has consequently no business to be made disagreeable.;Aneurin Bevan;business
The career stuff is for business people.;Joseph Gordon-Levitt;business
We're in this entertainment business really to give the audience what they want.;Ice Cube;business
I think there are a lot of technocrats in the business who would much rather work with just wheels and gears and machinery. Those things interest them more than humanity and I wish them the best of luck.;Ron Perlman;business
I don't even know what words to use to talk about the music industry anymore. But the business has changed a lot - the methods of releasing music.;Anthony Kiedis;business
Independent film is almost nonexistent right now, because all the distributers that used to love to put out these little art films are all out of business right now, because it costs so much to open a movie.;Ron Perlman;business
I'm quitting the business today. I'm going to open up an appliance store, I've always really been into toasters. I'm giving it all up.;Dane Cook;business
I know from my own experience and from other people in the business that when you come from a place where nobody knew who you were and then there is this sudden shift to where everybody now knows who you are, there's an adjustment that you have to make.;Kristen Wiig;business
I used to be focused on being the dopest rapper in the game, and then once that became what I was, I wanted something different, and I wanted to become the best businessman in the game. I wanted to learn how to master the business like I mastered the rap.;Snoop Dogg;business
A revised schedule is to business what a new season is to an athlete or a new canvas to an artist.;Norman Ralph Augustine;business
The most important decision I've made in business? The choices of people I have around me. When I first started I brought everybody with me, my homies from the neighborhood, criminals. I just said, 'Come on everybody, we made it.' Then I had to realize we didn't make it. I made it.;Snoop Dogg;business
Most small business owners are not particularly sophisticated business people. That's not a criticism they're passionate about cutting hair or cooking food, and that's why they got in the business, not because they have an MBA.;Andrew Mason;business
Luckily, my husband is my business partner as well as my life partner, so I never had to do the heavy lifting alone, literally or figuratively.;Josie Maran;business
You have to stick out the toughness of the business and form relationships with the people in it.;Rocco DiSpirito;business
Come to West Virginia and we'll show you how to live... how to treat people. We're open for business. West Virginia is truly on the move.;Joe Manchin;business
It's far too much to say that effective hoping is the only - or even the biggest - part of what it takes to succeed. If 14% of business productivity can be attributed to hope, that means 86% is dependent on raw talent, fickle business cycles, the quality of the product you're selling, and often pure, dumb luck.;Jeffrey Kluger;business
It is not the business of generals to shoot one another.;Arthur Wellesley;business
Golf isn't just my business, it's my hobby.;Lee Trevino;business
I do love television. But the business is accelerating and people are not getting the chance to fail.;Dick Wolf;business
It's show business. No show, no business.;Dick Wolf;business
If we want to secure the best jobs in the future, we must make America the best place in the world to do business.;Jim DeMint;business
We need comprehensive reform that will make America the best place in the world to invest and do business.;Jim DeMint;business
When you start a business, go for the lowest hanging fruit.;Ice T;business
Well there's nobody who has a more supportive husband than I do, and he has a business that he runs, and it's his own business, so he has work to do, my kids have school to do, I mean, people have - there are other things in life besides politics.;Caroline Kennedy;business
I'm happy to report that 'The New Press' is still in business to this day. But not thanks to me. I was a really bad publishing intern.;Lev Grossman;business
The thing that helped me get into the film business was that I went to school in Athens, Georgia and managed to get on, um, working on music videos for a band called R.E.M. and that kind of opened up a lot of doors for me.;Alton Brown;business
I've drunk Amazon's free Diet Coke. Nothing makes more sense to me than a company trying to make bookselling into a profitable business. I'm not anti-Amazon, and I'm not pro-publishers either. I'm pro-books.;Lev Grossman;business
Some people want fame, popularity and huge sales. I've always hoped to have a really long career. So I've tried to make each of my creative decisions and business decisions to allow for longevity. As a side effect I got really famous and really big. I didn't realize the two could go together.;Jewel;business
Seems to me that this business, for actors anyway, is not so much about whether or not you do good work. It's about whether or not you get the chance to do good work.;Hugh Laurie;business
In my business, if I get too close to you and you die, it hurts me. And so you develop a natural inclination not to be close to the patient, so that if things don't work out ideally, you can still get up the next day and care for the next patient.;Mehmet Oz;business
I'd like to do a lot of things - whether in design or architecture or business.;Caroline Wozniacki;business
My fastest time in high school was a 4:29 mile. I think cross-country has something to do with my longevity in my business. When you're in an eight-mile race, you never give up.;Alice Cooper;business
If I could create one job in the private sector by helping to grow a business, that would be one more than Congress has created in the last six months.;Evan Bayh;business
Our marriage is between us. If we decide to continue being together or not, it's our business.;Gwyneth Paltrow;business
The movie business is very difficult but the music business is just impossible. So I'll play in bands and record and play songs with other people, but for me it's a form of expression that all I need is me. I don't need cameras or agents, I can just have a piano and sing and feel totally verified.;Jeremy Renner;business
I don't really think that there is anyone in the modern pop business who I feel I want to spar with.;George Michael;business
I was always a singer. But I was always focused on being an actor as my trade. Music I do just for me. The movie business is very difficult but the music business is just impossible.;Jeremy Renner;business
In recent years, I've been writing because I'm fortunate enough to work in the world of food television, to travel and taste and learn about cooking from the best chefs in the business.;Ted Allen;business
I was criticized at some level within the Republican Party by those who say government should not be in the economic development business at all. My response is that the only country I know that doesn't have an economic development plan is Papa New Guinea.;Jon Huntsman, Jr.;business
The rest of the world cares about how we conduct our affairs because they then take that lead. We're the only leader in the world today. Some are wishing us well, others think that we're down and are not going to get back up again, but they are all watching with great interest to see how we conduct our business over the next couple of years.;Jon Huntsman, Jr.;business
Although my family - parents and sister - all work in the personnel management business, their real passion is performing, amateur operatic societies and so on.;Michael Sheen;business
I would absolutely, definitely never sell my wedding pictures to a magazine. I'd like it to be a special day, not a photo shoot. And once you've done that, your marriage becomes everybody else's business.;Katherine Jenkins;business
Every night, half an hour before curtain up, the bells of St. Malachy's, the Actors' Chapel on New York's 49th Street, peal the tune of 'There's No Business Like Show Business.' If you walk the streets of the theatre district before a show and see the vast, enthusiastic lines it sounds like a calling: there is certainly no place like Broadway.;Dan Stevens;business
Writing fiction is for me a fraught business, an occasion of daily dread for at least the first half of the novel, and sometimes all the way through. The work process is totally different from writing nonfiction. You have to sit down every day and make it up.;Joan Didion;business
I was a fairly good amateur musician, and I was an average professional. But the one thing I saw was that the big band business was fading.;Alan Greenspan;business
I mean, I'm in the business of storytelling, not message making.;John le Carre;business
Well, you can't trust most people in this game, period it can be a very shady business.;Marvin Hagler;business
A transfer of money should never be involved in this profound situation. Although illness is profound, too, but medicine's a business today. It's a business.;Jack Kevorkian;business
Today it is not big business that we have to fear. It is big government.;Wendell Phillips;business
After adding trillions to the debt on big-government policies most Americans didn't ask for and which we couldn't afford, Democratic leaders say they need more money, which they intend to take from small business, even though small businesses create the majority of new jobs.;Mitch McConnell;business
I learned from Mr. Wrigley, early in my career, that loyalty wins and it creates friendships. I saw it work for him in his business.;Ernie Banks;business
Business is constantly changing, constantly evolving.;James Dyson;business
I don't do something necessarily to make a big profit or because it's a logical business decision.;James Dyson;business
We expect all our businesses to have a positive impact on our top and bottom lines. Profitability is very important to us or we wouldn't be in this business.;Jeff Bezos;business
The only thing harder than leaving show business is coming back.;Dave Chappelle;business
If you don't understand the details of your business you are going to fail.;Jeff Bezos;business
Anybody who really knows about the TV business knows that it would be impossible to just march in one day and say to your colleagues and bosses, 'Oh yes, I'm hosting my own show.';Andy Cohen;business
We have to make America the best place in the world to do business.;Dick Cheney;business
My professional life has been a constant record of disillusion, and many things that seem wonderful to most men are the every-day commonplaces of my business.;Harry Houdini;business
I used to work for a management consulting company, so I dressed differently - business casual, probably a lot of things from Banana Republic. My wardrobe now is definitely more expensive, but I always dress for the occasion.;John Legend;business
It is very sad for a man to make himself servant to a single thing his manhood all taken out of him by the hydraulic pressure of excessive business.;Theodore Parker;business
But now I realize that this record business really needs me. No one else is trying to take a chance or do something different.;Erykah Badu;business
In terms of the technology I use the most, it's probably a tie between my Blackberry and my MacBook Pro laptop. That's how I communicate with the rest of the world and how I handle all the business I have to handle.;John Legend;business
I've never chased fame. I came into this business to be a theatre actress. I was nine when I first appeared on stage. But I can't say I would turn my back on fortune. I'm someone who enjoys the benefits of money.;Joan Collins;business
At the end of the day, there's only a few major stars in the music business, and then there's all these people that are aspiring to be that.;John Legend;business
